PF00612	IQ calmodulin-binding motif
PF00612	IQ calmodulin-binding motif
PF00612	IQ calmodulin-binding motif
PF00612	IQ calmodulin-binding motif
PF00063	Myosin head (motor domain)
PF02736	Myosin N-terminal SH3-like domain
PF01843	DIL domain
PF13639	Ring finger domain
PF00223	Photosystem I psaA/psaB protein
PF00223	Photosystem I psaA/psaB protein
PF05132	RNA polymerase III RPC4
PF00810	ER lumen protein retaining receptor
PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase
PF00560	Leucine Rich Repeat
PF13855	Leucine rich repeat
PF00201	UDP-glucoronosyl and UDP-glucosyl transferase
PF14555	UBA-like domain
PF08059	SEP domain
PF00789	UBX domain
PF00582	Universal stress protein family
PF07058	Microtubule-associated protein 70
PF07058	Microtubule-associated protein 70
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF01535	PPR repeat
PF13041	PPR repeat family
PF14432	DYW family of nucleic acid deaminases
PF06549	Protein of unknown function (DUF1118)
PF00474	Sodium:solute symporter family
PF14299	Phloem protein 2
PF07690	Major Facilitator Superfamily
PF13249	Squalene-hopene cyclase N-terminal domain
PF12710	haloacid dehalogenase-like hydrolase
PF01553	Acyltransferase
PF00344	SecY translocase
PF10159	Multiple myeloma tumor-associated
PF12146	Serine aminopeptidase, S33
PF03647	Transmembrane proteins 14C
PF07992	Pyridine nucleotide-disulphide oxidoreductase
PF03098	Animal haem peroxidase
PF00651	BTB/POZ domain
PF02519	Auxin responsive protein
PF01501	Glycosyl transferase family 8
PF00285	Citrate synthase, C-terminal domain
PF05753	Translocon-associated protein beta (TRAPB)
PF17683	TFIIF, beta subunit N-terminus
PF02270	TFIIF, beta subunit HTH domain
PF03874	RNA polymerase Rpb4
PF02696	Uncharacterized ACR, YdiU/UPF0061 family
PF00743	Flavin-binding monooxygenase-like
PF00743	Flavin-binding monooxygenase-like
PF00141	Peroxidase
PF00009	Elongation factor Tu GTP binding domain
PF11987	Translation-initiation factor 2
PF01535	PPR repeat
