IPR000048	IQ motif, EF-hand binding site
IPR002710	Dilute domain
IPR004009	Myosin, N-terminal, SH3-like
IPR004009	Myosin, N-terminal, SH3-like
IPR000048	IQ motif, EF-hand binding site
IPR001609	Myosin head, motor domain
IPR000048	IQ motif, EF-hand binding site
IPR002710	Dilute domain
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR000048	IQ motif, EF-hand binding site
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR001609	Myosin head, motor domain
IPR000048	IQ motif, EF-hand binding site
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR001280	Photosystem I PsaA/PsaB
IPR001280	Photosystem I PsaA/PsaB
IPR007811	DNA-directed RNA polymerase III subunit RPC4
IPR000133	ER lumen protein retaining receptor
IPR000133	ER lumen protein retaining receptor
IPR000133	ER lumen protein retaining receptor
IPR000133	ER lumen protein retaining receptor
IPR000133	ER lumen protein retaining receptor
IPR000133	ER lumen protein retaining receptor
IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain
IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain
IPR001611	Leucine-rich repeat
IPR001611	Leucine-rich repeat
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
IPR001012	UBX domain
IPR001012	UBX domain

IPR012989	SEP domain
IPR012989	SEP domain
IPR006015	Universal stress protein A family
IPR006015	Universal stress protein A family
IPR006015	Universal stress protein A family
IPR006016	UspA
IPR009768	Microtubule-associated protein 70
IPR009768	Microtubule-associated protein 70
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR009500	Protein of unknown function DUF1118
IPR001734	Sodium/solute symporter
IPR001734	Sodium/solute symporter
IPR001734	Sodium/solute symporter
IPR025886	Phloem protein 2-like
IPR011701	Major facilitator superfamily
IPR020846	Major facilitator superfamily domain
IPR032697	Squalene cyclase, N-terminal

IPR002123	Phospholipid/glycerol acyltransferase
IPR002208	SecY/SEC61-alpha family
IPR002208	SecY/SEC61-alpha family









IPR019315	Multiple myeloma tumor-associated protein 2-like, N-terminal
IPR022742	Serine aminopeptidase, S33
IPR005349	TMEM14 family
IPR023753	FAD/NAD(P)-binding domain









IPR019791	Haem peroxidase, animal-type
IPR019791	Haem peroxidase, animal-type
IPR002083	MATH/TRAF domain
IPR000210	BTB/POZ domain
IPR000210	BTB/POZ domain
IPR003676	Small auxin-up RNA
IPR002495	Glycosyl transferase, family 8
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR002020	Citrate synthase
IPR010109	Citrate synthase, eukaryotic-type

IPR040504	TFIIF, beta subunit, N-terminal
IPR040450	TFIIF beta subunit, HTH domain
IPR017986	WD40-repeat-containing domain
IPR005574	RNA polymerase subunit RPB4/RPC9
IPR003846	Protein adenylyltransferase SelO
IPR020946	Flavin monooxygenase-like
IPR020946	Flavin monooxygenase-like
IPR000960	Flavin monooxygenase FMO
IPR000960	Flavin monooxygenase FMO
IPR000960	Flavin monooxygenase FMO
IPR000960	Flavin monooxygenase FMO
IPR000960	Flavin monooxygenase FMO
IPR000960	Flavin monooxygenase FMO
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR000795	Transcription factor, GTP-binding domain
IPR000178	Translation initiation factor aIF-2, bacterial-like
IPR000795	Transcription factor, GTP-binding domain
IPR005225	Small GTP-binding protein domain
IPR000795	Transcription factor, GTP-binding domain
IPR023115	Translation initiation factor IF- 2, domain 3
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR015353	Rubisco LSMT, substrate-binding domain
IPR033389	AUX/IAA domain
IPR000270	PB1 domain
IPR021130	Phosphoribosyl-ATP pyrophosphohydrolase-like
IPR002496	Phosphoribosyl-AMP cyclohydrolase domain
IPR008179	Phosphoribosyl-ATP pyrophosphohydrolase
IPR004853	Sugar phosphate transporter domain
IPR007275	YTH domain
IPR007275	YTH domain
IPR002784	Ribosomal protein L14e domain
IPR005828	Major facilitator,  sugar transporter-like
IPR020846	Major facilitator superfamily domain
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR000823	Plant peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR002016	Haem peroxidase
IPR006694	Fatty acid hydroxylase

IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR027370	RING-type zinc-finger, LisH dimerisation motif
IPR001841	Zinc finger, RING-type
IPR006011	Syntaxin, N-terminal domain
IPR000727	Target SNARE coiled-coil homology domain
IPR000727	Target SNARE coiled-coil homology domain
IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit



IPR011759	Cytochrome C oxidase subunit II, transmembrane domain
IPR002429	Cytochrome c oxidase subunit II-like C-terminal
IPR011759	Cytochrome C oxidase subunit II, transmembrane domain
IPR013626	Pheophorbide a oxygenase






IPR025287	Wall-associated receptor kinase, galacturonan-binding domain
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR001938	Thaumatin family
IPR003111	Lon, substrate-binding domain
IPR008269	Peptidase S16, Lon proteolytic domain
IPR003959	ATPase, AAA-type, core





IPR004815	Lon protease, bacterial/eukaryotic-type
IPR003111	Lon, substrate-binding domain
IPR008269	Peptidase S16, Lon proteolytic domain
IPR006070	YrdC-like domain
IPR006070	YrdC-like domain
IPR006070	YrdC-like domain
IPR001509	NAD-dependent epimerase/dehydratase
IPR004367	Cyclin, C-terminal domain
IPR006671	Cyclin, N-terminal
IPR001457	NADH:ubiquinone/plastoquinone oxidoreductase, chain 6
IPR007201	Mei2/Mei2-like, C-terminal RNA recognition motif

IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR013154	Alcohol dehydrogenase, N-terminal
IPR013149	Alcohol dehydrogenase, C-terminal

IPR013725	DNA replication factor RFC1, C-terminal
IPR003959	ATPase, AAA-type, core
IPR001357	BRCT domain
IPR001357	BRCT domain
